uid,brand,url,price,currency,image_url,collection,reference_code,life_span_date,life_span,price_eur,year,quarter,price_category,year_quarter
797744,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/luminor-due/pam00964-luminor-due-gmt-power-reserve---45mm.html,12000,CHF,"https://www.panerai.com/content/dam/rcq/pan/19/34/35/4/1934354.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/19/34/35/4/1934354.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM00964,2021-11-30,Q4 November 2021,11505.273250239694,2021,4,Mid Range,2021Q4
797745,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/luminor-due/pam00926-luminor-due---38mm.html,6900,CHF,"https://www.panerai.com/content/dam/rcq/pan/19/31/50/0/1931500.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/19/31/50/0/1931500.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM00926,2021-11-30,Q4 November 2021,6615.532118887824,2021,4,Entry Level,2021Q4
797746,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/luminor-due/pam00927-luminor-due---42mm.html,7300,CHF,"https://www.panerai.com/content/dam/rcq/pan/19/31/49/9/1931499.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/19/31/49/9/1931499.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM00927,2021-11-30,Q4 November 2021,6999.041227229147,2021,4,Entry Level,2021Q4
797747,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/luminor-due/pam01306-luminor-due-luna-rossa.html,6200,CHF,"https://www.panerai.com/content/dam/rcq/pan/22/71/20/3/2271203.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/22/71/20/3/2271203.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM01306,2021-11-30,Q4 November 2021,5944.391179290508,2021,4,Entry Level,2021Q4
797748,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/luminor-due/pam00741-luminor-due---42mm.html,21700,CHF,"https://www.panerai.com/content/dam/rcq/pan/15/79/70/4/1579704.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/15/79/70/4/1579704.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM00741,2021-11-30,Q4 November 2021,20805.36912751678,2021,4,Mid Range,2021Q4
797749,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/luminor-due/pam00755-luminor-due---38mm.html,6200,CHF,"https://www.panerai.com/content/dam/rcq/pan/16/49/88/6/1649886.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/16/49/88/6/1649886.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM00755,2021-11-30,Q4 November 2021,5944.391179290508,2021,4,Entry Level,2021Q4
797750,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/luminor-due/pam01029-luminor-due---38mm.html,15600,CHF,"https://www.panerai.com/content/dam/rcq/pan/19/18/48/0/1918480.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/19/18/48/0/1918480.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM01029,2021-11-30,Q4 November 2021,14956.855225311601,2021,4,Mid Range,2021Q4
797751,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/luminor-due/pam00904-luminor-due---42mm.html,6500,CHF,"https://www.panerai.com/content/dam/rcq/pan/16/49/89/5/1649895.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/16/49/89/5/1649895.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM00904,2021-11-30,Q4 November 2021,6232.023010546501,2021,4,Entry Level,2021Q4
797752,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/luminor-due/pam00943-luminor-due---45mm.html,10000,CHF,"https://www.panerai.com/content/dam/rcq/pan/16/49/89/8/1649898.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/16/49/89/8/1649898.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM00943,2021-11-30,Q4 November 2021,9587.727708533079,2021,4,Entry Level,2021Q4
797753,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/luminor-due/pam01042-luminor-due---42mm.html,18700,CHF,"https://www.panerai.com/content/dam/rcq/pan/19/72/38/6/1972386.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/19/72/38/6/1972386.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM01042,2021-11-30,Q4 November 2021,17929.050814956856,2021,4,Mid Range,2021Q4
797754,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/luminor-due/pam00944-luminor-due-gmt-power-reserve---45mm.html,11000,CHF,"https://www.panerai.com/content/dam/rcq/pan/16/49/90/0/1649900.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/16/49/90/0/1649900.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM00944,2021-11-30,Q4 November 2021,10546.500479386386,2021,4,Mid Range,2021Q4
797755,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/luminor-due/pam01041-luminor-due---42mm.html,18700,CHF,"https://www.panerai.com/content/dam/rcq/pan/19/72/38/7/1972387.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/19/72/38/7/1972387.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM01041,2021-11-30,Q4 November 2021,17929.050814956856,2021,4,Mid Range,2021Q4
797756,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/radiomir/pam01243-radiomir-eilean---45mm.html,8000,CHF,"https://www.panerai.com/content/dam/rcq/pan/21/95/84/1/2195841.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/21/95/84/1/2195841.png.transform.product_reference_image_230_2x.png 2x",RADIOMIR,PNPAM01243,2021-11-30,Q4 November 2021,7670.182166826463,2021,4,Entry Level,2021Q4
797757,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/radiomir/pam02020-radiomir---45mm.html,6600,CHF,"https://www.panerai.com/content/dam/rcq/pan/20/92/98/5/2092985.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/20/92/98/5/2092985.png.transform.product_reference_image_230_2x.png 2x",RADIOMIR,PNPAM02020,2021-11-30,Q4 November 2021,6327.900287631832,2021,4,Entry Level,2021Q4
797758,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/radiomir/pam01078-radiomir---45mm.html,11000,CHF,"https://www.panerai.com/content/dam/rcq/pan/20/27/37/3/2027373.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/20/27/37/3/2027373.png.transform.product_reference_image_230_2x.png 2x",RADIOMIR,PNPAM01078,2021-11-30,Q4 November 2021,10546.500479386386,2021,4,Mid Range,2021Q4
797759,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/radiomir/pam01144-radiomir---42mm.html,8000,CHF,"https://www.panerai.com/content/dam/rcq/pan/20/27/37/5/2027375.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/20/27/37/5/2027375.png.transform.product_reference_image_230_2x.png 2x",RADIOMIR,PNPAM01144,2021-11-30,Q4 November 2021,7670.182166826463,2021,4,Entry Level,2021Q4
797760,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/radiomir/pam00995-radiomir---45mm.html,11000,CHF,"https://www.panerai.com/content/dam/rcq/pan/19/18/46/7/1918467.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/19/18/46/7/1918467.png.transform.product_reference_image_230_2x.png 2x",RADIOMIR,PNPAM00995,2021-11-30,Q4 November 2021,10546.500479386386,2021,4,Mid Range,2021Q4
797761,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/radiomir/pam00997-radiomir---48mm.html,13000,CHF,"https://www.panerai.com/content/dam/rcq/pan/19/18/46/9/1918469.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/19/18/46/9/1918469.png.transform.product_reference_image_230_2x.png 2x",RADIOMIR,PNPAM00997,2021-11-30,Q4 November 2021,12464.046021093001,2021,4,Mid Range,2021Q4
797762,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/radiomir/pam00998-radiomir-gmt---45mm.html,11850,CHF,"https://www.panerai.com/content/dam/rcq/pan/19/18/47/2/1918472.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/19/18/47/2/1918472.png.transform.product_reference_image_230_2x.png 2x",RADIOMIR,PNPAM00998,2021-11-30,Q4 November 2021,11361.457334611698,2021,4,Mid Range,2021Q4
797763,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/radiomir/pam00753-radiomir-base-logo---45mm.html,4500,CHF,"https://www.panerai.com/content/dam/rcq/pan/17/54/32/2/1754322.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/17/54/32/2/1754322.png.transform.product_reference_image_230_2x.png 2x",RADIOMIR,PNPAM00753,2021-11-30,Q4 November 2021,4314.477468839886,2021,4,Entry Level,2021Q4
797764,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/radiomir/pam00754-radiomir-black-seal-logo---45mm.html,4900,CHF,"https://www.panerai.com/content/dam/rcq/pan/17/54/32/1/1754321.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/17/54/32/1/1754321.png.transform.product_reference_image_230_2x.png 2x",RADIOMIR,PNPAM00754,2021-11-30,Q4 November 2021,4697.986577181208,2021,4,Entry Level,2021Q4
797765,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/radiomir/pam00424-radiomir-california---47mm.html,7900,CHF,"https://www.panerai.com/content/dam/rcq/pan/79/27/61/792761.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/79/27/61/792761.png.transform.product_reference_image_230_2x.png 2x",RADIOMIR,PNPAM00424,2021-11-30,Q4 November 2021,7574.304889741132,2021,4,Entry Level,2021Q4
797766,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/radiomir/pam00425-radiomir-slc---47mm.html,7900,CHF,"https://www.panerai.com/content/dam/rcq/pan/79/27/66/792766.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/79/27/66/792766.png.transform.product_reference_image_230_2x.png 2x",RADIOMIR,PNPAM00425,2021-11-30,Q4 November 2021,7574.304889741132,2021,4,Entry Level,2021Q4
797767,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/radiomir/pam00577-radiomir---48mm.html,11000,CHF,"https://www.panerai.com/content/dam/rcq/pan/98/93/32/989332.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/98/93/32/989332.png.transform.product_reference_image_230_2x.png 2x",RADIOMIR,PNPAM00577,2021-11-30,Q4 November 2021,10546.500479386386,2021,4,Mid Range,2021Q4
797768,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/radiomir/pam00655-radiomir---42mm.html,9900,CHF,"https://www.panerai.com/content/dam/rcq/pan/10/57/21/3/1057213.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/10/57/21/3/1057213.png.transform.product_reference_image_230_2x.png 2x",RADIOMIR,PNPAM00655,2021-11-30,Q4 November 2021,9491.850431447747,2021,4,Entry Level,2021Q4
797769,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/radiomir/pam00619-radiomir---45mm.html,10500,CHF,"https://www.panerai.com/content/dam/rcq/pan/97/38/65/973865.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/97/38/65/973865.png.transform.product_reference_image_230_2x.png 2x",RADIOMIR,PNPAM00619,2021-11-30,Q4 November 2021,10067.114093959732,2021,4,Mid Range,2021Q4
797770,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/radiomir/pam00628-radiomir-gmt-power-reserve---45mm.html,11800,CHF,"https://www.panerai.com/content/dam/rcq/pan/11/07/28/4/1107284.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/11/07/28/4/1107284.png.transform.product_reference_image_230_2x.png 2x",RADIOMIR,PNPAM00628,2021-11-30,Q4 November 2021,11313.518696069032,2021,4,Mid Range,2021Q4
797771,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/radiomir/pam00657-radiomir-gmt---45mm.html,11400,CHF,"https://www.panerai.com/content/dam/rcq/pan/11/07/28/8/1107288.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/11/07/28/8/1107288.png.transform.product_reference_image_230_2x.png 2x",RADIOMIR,PNPAM00657,2021-11-30,Q4 November 2021,10930.009587727709,2021,4,Mid Range,2021Q4
797772,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/radiomir/pam00992-radiomir-8-days---45mm.html,8500,CHF,"https://www.panerai.com/content/dam/rcq/pan/19/72/39/0/1972390.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/19/72/39/0/1972390.png.transform.product_reference_image_230_2x.png 2x",RADIOMIR,PNPAM00992,2021-11-30,Q4 November 2021,8149.568552253117,2021,4,Entry Level,2021Q4
797773,Panerai,https://www.panerai.com/ch/fr/collections/watch-collection/radiomir/pam00931-radiomir-california---47mm.html,8700,CHF,"https://www.panerai.com/content/dam/rcq/pan/19/62/12/8/1962128.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/19/62/12/8/1962128.png.transform.product_reference_image_230_2x.png 2x",RADIOMIR,PNPAM00931,2021-11-30,Q4 November 2021,8341.323106423779,2021,4,Entry Level,2021Q4
797774,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam01291-submersible-chrono-mike-horn-edition---47mm.html,157000,CNY,"https://www.panerai.com/content/dam/rcq/pan/22/30/76/2/2230762.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/22/30/76/2/2230762.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM01291,2021-11-30,Q4 November 2021,21686.580564956144,2021,4,Mid Range,2021Q4
797775,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam01240-submersible-s-brabus-black-ops-edition.html,353500,CNY,"https://www.panerai.com/content/dam/rcq/pan/22/37/08/6/2237086.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/22/37/08/6/2237086.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM01240,2021-11-30,Q4 November 2021,48829.33904275158,2021,4,High End,2021Q4
797776,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam01163-submersible-chrono-paltrinieri-edition---47mm.html,232800,CNY,"https://www.panerai.com/content/dam/rcq/pan/21/69/24/2/2169242.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/21/69/24/2/2169242.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM01163,2021-11-30,Q4 November 2021,32156.91691415153,2021,4,High End,2021Q4
797777,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam01223-submersible---42mm.html,68000,CNY,"https://www.panerai.com/content/dam/rcq/pan/21/95/84/2/2195842.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/21/95/84/2/2195842.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM01223,2021-11-30,Q4 November 2021,9392.91387526763,2021,4,Entry Level,2021Q4
797778,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam01068-submersible-blu-notte.html,82500,CNY,"https://www.panerai.com/content/dam/rcq/pan/21/69/21/8/2169218.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/21/69/21/8/2169218.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM01068,2021-11-30,Q4 November 2021,11395.814628082051,2021,4,Mid Range,2021Q4
797779,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam01074-submersible-bronzo-blu-abisso.html,121500,CNY,"https://www.panerai.com/content/dam/rcq/pan/21/33/34/4/2133344.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/21/33/34/4/2133344.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM01074,2021-11-30,Q4 November 2021,16782.92699772084,2021,4,Mid Range,2021Q4
797780,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam01209-submersible-azzurro---42mm.html,74700,CNY,"https://www.panerai.com/content/dam/rcq/pan/22/22/26/6/2222266.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/22/22/26/6/2222266.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM01209,2021-11-30,Q4 November 2021,10318.392154154293,2021,4,Mid Range,2021Q4
797781,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam01070-submersible-goldtech-orocarbo---44mm.html,236900,CNY,"https://www.panerai.com/content/dam/rcq/pan/20/81/27/2/2081272.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/20/81/27/2/2081272.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM01070,2021-11-30,Q4 November 2021,32723.25436839561,2021,4,High End,2021Q4
797782,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam00968-submersible-bronzo---47mm.html,128500,CNY,"https://www.panerai.com/content/dam/rcq/pan/18/95/60/5/1895605.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/18/95/60/5/1895605.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM00968,2021-11-30,Q4 November 2021,17749.8446025278,2021,4,Mid Range,2021Q4
797783,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam00960-submersible-carbotech---42mm.html,133100,CNY,"https://www.panerai.com/content/dam/rcq/pan/18/18/65/3/1818653.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/18/18/65/3/1818653.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM00960,2021-11-30,Q4 November 2021,18385.247599972376,2021,4,Mid Range,2021Q4
797784,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam00683-submersible---42mm.html,76100,CNY,"https://www.panerai.com/content/dam/rcq/pan/21/31/51/4/2131514.jpeg.transform.product_reference_image_230.png, /content/dam/rcq/pan/21/31/51/4/2131514.jpeg.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM00683,2021-11-30,Q4 November 2021,10511.775675115685,2021,4,Mid Range,2021Q4
797785,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam00799-submersible-bmg-tech---47mm.html,116400,CNY,"https://www.panerai.com/content/dam/rcq/pan/18/18/65/1/1818651.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/18/18/65/1/1818651.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM00799,2021-11-30,Q4 November 2021,16078.458457075765,2021,4,Mid Range,2021Q4
797786,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam00959-submersible---42mm.html,76100,CNY,"https://www.panerai.com/content/dam/rcq/pan/18/18/65/2/1818652.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/18/18/65/2/1818652.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM00959,2021-11-30,Q4 November 2021,10511.775675115685,2021,4,Mid Range,2021Q4
797787,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam01039-submersible-luna-rossa---47mm.html,166200,CNY,"https://www.panerai.com/content/dam/rcq/pan/18/18/66/3/1818663.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/18/18/66/3/1818663.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM01039,2021-11-30,Q4 November 2021,22957.386559845294,2021,4,Mid Range,2021Q4
797788,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam00979-submersible-marina-militare-carbotech---47mm.html,148500,CNY,"https://www.panerai.com/content/dam/rcq/pan/18/18/65/5/1818655.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/18/18/65/5/1818655.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM00979,2021-11-30,Q4 November 2021,20512.46633054769,2021,4,Mid Range,2021Q4
797789,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam00982-submersible-chrono-guillaume-nery-edition----47mm.html,148500,CNY,"https://www.panerai.com/content/dam/rcq/pan/18/18/65/6/1818656.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/18/18/65/6/1818656.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM00982,2021-11-30,Q4 November 2021,20512.46633054769,2021,4,Mid Range,2021Q4
797790,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam00984-submersible-mike-horn-edition---47mm.html,157000,CNY,"https://www.panerai.com/content/dam/rcq/pan/18/18/65/8/1818658.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/18/18/65/8/1818658.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM00984,2021-11-30,Q4 November 2021,21686.580564956144,2021,4,Mid Range,2021Q4
797791,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam01616-submersible-carbotech---47mm.html,137100,CNY,"https://www.panerai.com/content/dam/rcq/pan/18/18/66/4/1818664.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/18/18/66/4/1818664.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM01616,2021-11-30,Q4 November 2021,18937.771945576354,2021,4,Mid Range,2021Q4
797792,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam01305-submersible---47mm.html,75300,CNY,"https://www.panerai.com/content/dam/rcq/pan/14/62/63/2/1462632.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/14/62/63/2/1462632.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM01305,2021-11-30,Q4 November 2021,10401.270805994889,2021,4,Mid Range,2021Q4
797793,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam01164-submersible-goldtech---42mm.html,213200,CNY,"https://www.panerai.com/content/dam/rcq/pan/21/34/44/9/2134449.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/21/34/44/9/2134449.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM01164,2021-11-30,Q4 November 2021,29449.54762069204,2021,4,High End,2021Q4
797794,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam00973-submersible---42mm.html,68000,CNY,"https://www.panerai.com/content/dam/rcq/pan/19/18/47/7/1918477.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/19/18/47/7/1918477.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM00973,2021-11-30,Q4 November 2021,9392.91387526763,2021,4,Entry Level,2021Q4
797795,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam00692-submersible-bmg-tech---47mm.html,103700,CNY,"https://www.panerai.com/content/dam/rcq/pan/14/62/62/8/1462628.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/14/62/62/8/1462628.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM00692,2021-11-30,Q4 November 2021,14324.193659783135,2021,4,Mid Range,2021Q4
797796,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam01389-submersible-amagnetic---47mm.html,89600,CNY,"https://www.panerai.com/content/dam/rcq/pan/14/62/62/2/1462622.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/14/62/62/2/1462622.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM01389,2021-11-30,Q4 November 2021,12376.545341529112,2021,4,Mid Range,2021Q4
797797,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam00616-submersible-carbotech---47mm.html,133100,CNY,"https://www.panerai.com/content/dam/rcq/pan/91/78/76/917876.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/91/78/76/917876.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM00616,2021-11-30,Q4 November 2021,18385.247599972376,2021,4,Mid Range,2021Q4
797798,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam00614-submersible-chrono---47mm.html,117400,CNY,"https://www.panerai.com/content/dam/rcq/pan/91/78/77/917877.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/91/78/77/917877.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM00614,2021-11-30,Q4 November 2021,16216.58954347676,2021,4,Mid Range,2021Q4
797799,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam00615-submersible-chrono---47mm.html,130900,CNY,"https://www.panerai.com/content/dam/rcq/pan/91/78/74/917874.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/91/78/74/917874.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM00615,2021-11-30,Q4 November 2021,18081.359209890186,2021,4,Mid Range,2021Q4
797800,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam00983-submersible-chrono-guillaume-nery-edition----47mm.html,306500,CNY,"https://www.panerai.com/content/dam/rcq/pan/18/18/65/7/1818657.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/18/18/65/7/1818657.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM00983,2021-11-30,Q4 November 2021,42337.17798190483,2021,4,High End,2021Q4
797801,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam00985-submersible-mike-horn-edition---47mm.html,318000,CNY,"https://www.panerai.com/content/dam/rcq/pan/18/18/76/5/1818765.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/18/18/76/5/1818765.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM00985,2021-11-30,Q4 November 2021,43925.685475516264,2021,4,High End,2021Q4
797802,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/submersible/pam00961-submersible-marina-militare-carbotech---47mm.html,318000,CNY,"https://www.panerai.com/content/dam/rcq/pan/18/18/65/4/1818654.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/18/18/65/4/1818654.png.transform.product_reference_image_230_2x.png 2x",SUBMERSIBLE,PNPAM00961,2021-11-30,Q4 November 2021,43925.685475516264,2021,4,High End,2021Q4
797804,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/luminor/pam01270-luminor-marina-quaranta.html,53900,CNY,"https://www.panerai.com/content/dam/rcq/pan/22/37/39/8/2237398.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/22/37/39/8/2237398.png.transform.product_reference_image_230_2x.png 2x",LUMINOR,PNPAM01270,2021-11-30,Q4 November 2021,7445.265557013607,2021,4,Entry Level,2021Q4
797805,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/luminor/pam01271-luminor-marina-quaranta.html,53900,CNY,"https://www.panerai.com/content/dam/rcq/pan/22/37/63/3/2237633.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/22/37/63/3/2237633.png.transform.product_reference_image_230_2x.png 2x",LUMINOR,PNPAM01271,2021-11-30,Q4 November 2021,7445.265557013607,2021,4,Entry Level,2021Q4
797806,Panerai,https://www.panerai.com/cn/zh-cn/collections/watch-collection/luminor/pam01272-luminor-marina-quaranta.html,53900,CNY,"https://www.panerai.com/content/dam/rcq/pan/22/37/63/4/2237634.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/22/37/63/4/2237634.png.transform.product_reference_image_230_2x.png 2x",LUMINOR,PNPAM01272,2021-11-30,Q4 November 2021,7445.265557013607,2021,4,Entry Level,2021Q4
